sample_name	BSF_name	flowcell	lane	cell_type	instrument_model	read_length	read_type	library	organism	data_source
N2383_15	N2383_15_S13064	BSF_0212_H7FHFBBXX	8	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N2384_15	N2384_15_S13065	BSF_0212_H7FHFBBXX	8	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N2385_15	N2385_15_S13066	BSF_0212_H7FHFBBXX	8	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N1020_10_f	N1020_10_f_S13278	BSF_0215_H7LGVBBXX	2	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N1916_12_f	N1916_12_f_S13279	BSF_0215_H7LGVBBXX	2	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N1575_78_12_f	N1575_78_12_f_S13280	BSF_0215_H7LGVBBXX	2	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N1404_13_f	N1404_13_f_S13281	BSF_0215_H7LGVBBXX	2	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N1131_12_f	N1131_12_f_S13282	BSF_0215_H7LGVBBXX	2	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N1844_13_f	N1844_13_f_S13283	BSF_0215_H7LGVBBXX	2	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N1592_95_12_f	N1592_95_12_f_S13284	BSF_0215_H7LGVBBXX	2	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N1154_55_13_f	N1154_55_13_f_S13285	BSF_0215_H7LGVBBXX	2	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N822_13_f	N822_13_f_S13286	BSF_0215_H7LGVBBXX	2	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N458_14_f	N458_14_f_S13287	BSF_0215_H7LGVBBXX	2	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N687_15	N687_15_S13288	BSF_0215_H7LGVBBXX	3	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N688_15	N688_15_S13289	BSF_0215_H7LGVBBXX	3	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N700_15_B	N700_15_B_S13290	BSF_0215_H7LGVBBXX	3	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N703_15	N703_15_S13291	BSF_0215_H7LGVBBXX	3	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N714_15	N714_15_S13292	BSF_0215_H7LGVBBXX	3	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N845_13_f	N845_13_f_S13293	BSF_0215_H7LGVBBXX	3	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N886_12_f	N886_12_f_S13294	BSF_0215_H7LGVBBXX	3	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N721_13_f	N721_13_f_S13295	BSF_0215_H7LGVBBXX	3	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N417_14_f	N417_14_f_S13296	BSF_0215_H7LGVBBXX	3	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N1267_07_rr	N1267_07_rr_S13297	BSF_0215_H7LGVBBXX	3	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N1283_13_B	N1283_13_B_S13298	BSF_0215_H7LGVBBXX	4	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N690_15	N690_15_S13299	BSF_0215_H7LGVBBXX	4	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N693_15	N693_15_S13300	BSF_0215_H7LGVBBXX	4	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N698_15	N698_15_S13301	BSF_0215_H7LGVBBXX	4	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N702_15	N702_15_S13302	BSF_0215_H7LGVBBXX	4	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N995_11	N995_11_S13303	BSF_0215_H7LGVBBXX	4	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N234_09_C	N234_09_C_S13304	BSF_0215_H7LGVBBXX	4	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N1201_15_III	N1201_15_III_S13305	BSF_0215_H7LGVBBXX	4	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N1219_15_I	N1219_15_I_S13306	BSF_0215_H7LGVBBXX	4	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N1252_15A_I	N1252_15A_I_S13307	BSF_0215_H7LGVBBXX	4	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N695_15	N695_15_S13308	BSF_0215_H7LGVBBXX	5	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N701_15_B	N701_15_B_S13309	BSF_0215_H7LGVBBXX	5	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N706_15	N706_15_S13310	BSF_0215_H7LGVBBXX	5	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N721_15	N721_15_S13311	BSF_0215_H7LGVBBXX	5	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N475_15	N475_15_S13312	BSF_0215_H7LGVBBXX	5	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N2506_14_B	N2506_14_B_S13313	BSF_0215_H7LGVBBXX	5	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N1135_15F	N1135_15F_S13314	BSF_0215_H7LGVBBXX	5	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N1218_15_III	N1218_15_III_S13315	BSF_0215_H7LGVBBXX	5	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N1220_15_I	N1220_15_I_S13316	BSF_0215_H7LGVBBXX	5	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N1180_10B_tr3	N1180_10B_tr3_S13317	BSF_0215_H7LGVBBXX	5	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N715_15	N715_15_S13318	BSF_0215_H7LGVBBXX	6	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N720_15_B	N720_15_B_S13319	BSF_0215_H7LGVBBXX	6	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N2264_13	N2264_13_S13320	BSF_0215_H7LGVBBXX	6	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N1764_06	N1764_06_S13321	BSF_0215_H7LGVBBXX	6	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N1200_15_III	N1200_15_III_S13322	BSF_0215_H7LGVBBXX	6	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N1201_15_I	N1201_15_I_S13323	BSF_0215_H7LGVBBXX	6	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N1218_15_II	N1218_15_II_S13324	BSF_0215_H7LGVBBXX	6	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N1250_15_III	N1250_15_III_S13325	BSF_0215_H7LGVBBXX	6	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N1317_12_tr3	N1317_12_tr3_S13326	BSF_0215_H7LGVBBXX	6	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N1279_07A_tr3	N1279_07A_tr3_S13327	BSF_0215_H7LGVBBXX	6	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N689_15	N689_15_S13357	BSF_0215_H7LGVBBXX	7	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N699_15	N699_15_S13358	BSF_0215_H7LGVBBXX	7	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N710_15	N710_15_S13359	BSF_0215_H7LGVBBXX	7	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N712_15	N712_15_S13360	BSF_0215_H7LGVBBXX	7	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N713_15	N713_15_S13361	BSF_0215_H7LGVBBXX	7	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N722_15	N722_15_S13362	BSF_0215_H7LGVBBXX	7	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N733_15_C	N733_15_C_S13363	BSF_0215_H7LGVBBXX	7	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N1330_09	N1330_09_S13364	BSF_0215_H7LGVBBXX	7	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N1199_15B_II	N1199_15B_II_S13365	BSF_0215_H7LGVBBXX	7	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N392_09_tr3	N392_09_tr3_S13366	BSF_0215_H7LGVBBXX	7	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N707_15	N707_15_S13328	BSF_0215_H7LGVBBXX	8	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N719_15	N719_15_S13329	BSF_0215_H7LGVBBXX	8	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N115_14	N115_14_S13330	BSF_0215_H7LGVBBXX	8	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N2083_13_A	N2083_13_A_S13331	BSF_0215_H7LGVBBXX	8	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N2462_15	N2462_15_S13332	BSF_0215_H7LGVBBXX	8	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N294_10_C	N294_10_C_S13333	BSF_0215_H7LGVBBXX	8	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N1199_15_BIII	N1199_15_BIII_S13334	BSF_0215_H7LGVBBXX	8	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N1200_15_II	N1200_15_II_S13335	BSF_0215_H7LGVBBXX	8	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N1201_15_II	N1201_15_II_S13336	BSF_0215_H7LGVBBXX	8	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N1020_10_tr3	N1020_10_tr3_S13337	BSF_0215_H7LGVBBXX	8	NA	HiSeq_4000	50	single	RRBS	human	bsf_samples
N1199_15B_I	N1199_15B_I_S13340	BSF_0216_H7LYGBBXX	2	NA	HiSeq_3000	60	single	RRBS	human	bsf_samples
N1200_15_I	N1200_15_I_S13341	BSF_0216_H7LYGBBXX	2	NA	HiSeq_3000	60	single	RRBS	human	bsf_samples
N1218_15_I	N1218_15_I_S13342	BSF_0216_H7LYGBBXX	2	NA	HiSeq_3000	60	single	RRBS	human	bsf_samples
N1219_15_II	N1219_15_II_S13343	BSF_0216_H7LYGBBXX	2	NA	HiSeq_3000	60	single	RRBS	human	bsf_samples
N1250_15_I	N1250_15_I_S13344	BSF_0216_H7LYGBBXX	2	NA	HiSeq_3000	60	single	RRBS	human	bsf_samples
N1250_15_II	N1250_15_II_S13345	BSF_0216_H7LYGBBXX	2	NA	HiSeq_3000	60	single	RRBS	human	bsf_samples
N1252_15A_II	N1252_15A_II_S13346	BSF_0216_H7LYGBBXX	2	NA	HiSeq_3000	60	single	RRBS	human	bsf_samples
N1252_15A_III	N1252_15A_III_S13347	BSF_0216_H7LYGBBXX	2	NA	HiSeq_3000	60	single	RRBS	human	bsf_samples
N711_15	N711_15_S13348	BSF_0216_H7LYGBBXX	3	NA	HiSeq_3000	60	single	RRBS	human	bsf_samples
N1935_14	N1935_14_S13349	BSF_0216_H7LYGBBXX	3	NA	HiSeq_3000	60	single	RRBS	human	bsf_samples
N840_01	N840_01_S13350	BSF_0216_H7LYGBBXX	3	NA	HiSeq_3000	60	single	RRBS	human	bsf_samples
N995_10	N995_10_S13351	BSF_0216_H7LYGBBXX	3	NA	HiSeq_3000	60	single	RRBS	human	bsf_samples
N1195_13_A	N1195_13_A_S13352	BSF_0216_H7LYGBBXX	3	NA	HiSeq_3000	60	single	RRBS	human	bsf_samples
N2368_15_II	N2368_15_II_S13353	BSF_0216_H7LYGBBXX	3	NA	HiSeq_3000	60	single	RRBS	human	bsf_samples
N2368_15_III	N2368_15_III_S13354	BSF_0216_H7LYGBBXX	3	NA	HiSeq_3000	60	single	RRBS	human	bsf_samples
N1220_15_II	N1220_15_II_S13355	BSF_0216_H7LYGBBXX	3	NA	HiSeq_3000	60	single	RRBS	human	bsf_samples
N1220_15_III	N1220_15_III_S13356	BSF_0216_H7LYGBBXX	3	NA	HiSeq_3000	60	single	RRBS	human	bsf_samples
N194_05_A	N194_05_A_S13338	BSF_0216_H7LYGBBXX	2	NA	HiSeq_3000	60	single	RRBS	human	bsf_samples
N54_13	N54_13_S13339	BSF_0216_H7LYGBBXX	2	NA	HiSeq_3000	60	single	RRBS	human	bsf_samples
N1453_06B	S_1453_06B_S17824	BSF_0259_HGH5FBBXX	7	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
Graz_10_1_2009	Graz_10_1_2009_S17843	BSF_0259_HGH5FBBXX	8	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
Graz_10_3_2009	Graz_10_3_2009_S17841	BSF_0259_HGH5FBBXX	8	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
Graz_11_3_2011	Graz_11_3_2011_S17840	BSF_0259_HGH5FBBXX	8	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
Graz_11_8_2012	Graz_11_8_2012_S17816	BSF_0259_HGH5FBBXX	6	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
Graz_12_2_2011	Graz_12_2_2011_S17828	BSF_0259_HGH5FBBXX	7	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
Graz_12_3_2011	Graz_12_3_2011_S17844	BSF_0259_HGH5FBBXX	8	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
Graz_4_1_2010	Graz_4_1_2010_S17842	BSF_0259_HGH5FBBXX	8	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
Graz_4_5_2010	Graz_4_5_2010_S17835	BSF_0259_HGH5FBBXX	8	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
Graz_5_1_2009	Graz_5_1_2009_S17838	BSF_0259_HGH5FBBXX	8	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
Graz_5_4_2009	Graz_5_4_2009_S17837	BSF_0259_HGH5FBBXX	8	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
Graz_9_2_2011	Graz_9_2_2011_S17839	BSF_0259_HGH5FBBXX	8	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
Graz_9_4_2012	Graz_9_4_2012_S17832	BSF_0259_HGH5FBBXX	7	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
Graz_9_8_2014	Graz_9_8_2014_S17833	BSF_0259_HGH5FBBXX	7	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
Graz_11_2_2010	Graz_11_2_2010_S18419	BSF_0262_HGHT7BBXX	8	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N_541_09	N_541_09_S17806	BSF_0259_HGH5FBBXX	5	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N_561_11	N_561_11_S17803	BSF_0259_HGH5FBBXX	4	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N_778_11	N_778_11_S17808	BSF_0259_HGH5FBBXX	5	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N_795_13	N_795_13_S17807	BSF_0259_HGH5FBBXX	5	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N1020_10_rk	N1020_10_RCL1_S17818	BSF_0259_HGH5FBBXX	6	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N1025_10_rk	N1025_10_RCL_G2_S17810	BSF_0259_HGH5FBBXX	5	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N1101_03B	N1101_03B_S17827	BSF_0259_HGH5FBBXX	7	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N1109_10_rk	N1109_10_RCL2_S17830	BSF_0259_HGH5FBBXX	7	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N1137_98	N1137_98_S17817	BSF_0259_HGH5FBBXX	6	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N1165_14_rk	N1165_14_Kfix_1_plus_2_S17809	BSF_0259_HGH5FBBXX	5	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N1180_10_rk	N1180_10_RCL_G2_S17812	BSF_0259_HGH5FBBXX	5	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N1317_12_rk	N1317_12_Kfix2_S17805	BSF_0259_HGH5FBBXX	5	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N1420_08_rk	N1420_08_RCL_S17829	BSF_0259_HGH5FBBXX	7	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N1512_14B	N1512_14B_S17799	BSF_0259_HGH5FBBXX	4	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N173_14_rk	N173_14_Kfix2_S17797	BSF_0259_HGH5FBBXX	4	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N1814_09_rk	N1814_09_RCL3_S17814	BSF_0259_HGH5FBBXX	6	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N1844_13_rk	N1844_13_Kfix_S17794	BSF_0259_HGH5FBBXX	4	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N1995_15	N1995_15_S17821	BSF_0259_HGH5FBBXX	6	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N200_15	N200_15_S17820	BSF_0259_HGH5FBBXX	6	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N225_09_rk	N225_09_RCL_S17826	BSF_0259_HGH5FBBXX	7	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N2515_15C	N2515_15C_S17823	BSF_0259_HGH5FBBXX	6	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N2566_15_B	N2566_15_B_S17813	BSF_0259_HGH5FBBXX	5	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N2613_14C	N2613_14C_S17819	BSF_0259_HGH5FBBXX	6	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N269_16	N269_16_S17802	BSF_0259_HGH5FBBXX	4	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N282_08	N282_08_S17831	BSF_0259_HGH5FBBXX	7	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N289_04A	N289_04A_S17811	BSF_0259_HGH5FBBXX	5	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N41_05A	N41_05A_S17822	BSF_0259_HGH5FBBXX	6	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N417_14_rk	N417_14_Kfix_2_plus_3_S17798	BSF_0259_HGH5FBBXX	4	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N444_16B_1	N444_16B_1_S17825	BSF_0259_HGH5FBBXX	7	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N656_15_rk	N656_15_Kfix_S17796	BSF_0259_HGH5FBBXX	4	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N697_11A	N697_11A_S17815	BSF_0259_HGH5FBBXX	6	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N721_13_rk	N721_13_Kfix_G1_S17800	BSF_0259_HGH5FBBXX	4	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N759_15B	N759_15B_S17834	BSF_0259_HGH5FBBXX	8	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N781_12C	N781_12C_S17836	BSF_0259_HGH5FBBXX	8	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N883_16A	N883_16A_S17804	BSF_0259_HGH5FBBXX	5	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N886_12_rk	N886_12_Kfix_plus_RCL_S17795	BSF_0259_HGH5FBBXX	4	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
N901_07_A	N901_07_A_S17801	BSF_0259_HGH5FBBXX	4	NA	HiSeq_3000	50	single	RRBS	human	bsf_samples
GPO3s2	GPO3s2_S13067	BSF_0214_H7LH2BBXX	2	NA	HiSeq_3000	50	single	rrbs	human	bsf_samples
GPO3s4	GPO3s4_S13068	BSF_0214_H7LH2BBXX	2	NA	HiSeq_3000	50	single	rrbs	human	bsf_samples
GPO3s7	GPO3s7_S13069	BSF_0214_H7LH2BBXX	2	NA	HiSeq_3000	50	single	rrbs	human	bsf_samples
GPO4s1	GPO4s1_S13070	BSF_0214_H7LH2BBXX	2	NA	HiSeq_3000	50	single	rrbs	human	bsf_samples
GPO4s7	GPO4s7_S13071	BSF_0214_H7LH2BBXX	2	NA	HiSeq_3000	50	single	rrbs	human	bsf_samples
GPO8s1	GPO8s1_S13072	BSF_0214_H7LH2BBXX	2	NA	HiSeq_3000	50	single	rrbs	human	bsf_samples
GPO8s2	GPO8s2_S13073	BSF_0214_H7LH2BBXX	2	NA	HiSeq_3000	50	single	rrbs	human	bsf_samples
GPO8s3	GPO8s3_S13074	BSF_0214_H7LH2BBXX	2	NA	HiSeq_3000	50	single	rrbs	human	bsf_samples
GPO8s6	GPO8s6_S13075	BSF_0214_H7LH2BBXX	2	NA	HiSeq_3000	50	single	rrbs	human	bsf_samples
GPO8s10	GPO8s10_S13076	BSF_0214_H7LH2BBXX	2	NA	HiSeq_3000	50	single	rrbs	human	bsf_samples
GPO3s1	GPO3s1_S13077	BSF_0214_H7LH2BBXX	3	NA	HiSeq_3000	50	single	rrbs	human	bsf_samples
GPO3s3	GPO3s3_S13078	BSF_0214_H7LH2BBXX	3	NA	HiSeq_3000	50	single	rrbs	human	bsf_samples
GPO3s5	GPO3s5_S13079	BSF_0214_H7LH2BBXX	3	NA	HiSeq_3000	50	single	rrbs	human	bsf_samples
GPO3s6	GPO3s6_S13080	BSF_0214_H7LH2BBXX	3	NA	HiSeq_3000	50	single	rrbs	human	bsf_samples
GPO4s4	GPO4s4_S13081	BSF_0214_H7LH2BBXX	3	NA	HiSeq_3000	50	single	rrbs	human	bsf_samples
GPO8s4	GPO8s4_S13082	BSF_0214_H7LH2BBXX	3	NA	HiSeq_3000	50	single	rrbs	human	bsf_samples
GPO8s5	GPO8s5_S13083	BSF_0214_H7LH2BBXX	3	NA	HiSeq_3000	50	single	rrbs	human	bsf_samples
GPO8s8	GPO8s8_S13084	BSF_0214_H7LH2BBXX	3	NA	HiSeq_3000	50	single	rrbs	human	bsf_samples
GPO8s9	GPO8s9_S13085	BSF_0214_H7LH2BBXX	3	NA	HiSeq_3000	50	single	rrbs	human	bsf_samples
GPO1s7	GPO1s7_S13086	BSF_0214_H7LH2BBXX	3	NA	HiSeq_3000	50	single	rrbs	human	bsf_samples
GPO1s1	GPO1s1_S13087	BSF_0214_H7LH2BBXX	4	NA	HiSeq_3000	50	single	rrbs	human	bsf_samples
GPO1s2	GPO1s2_S13088	BSF_0214_H7LH2BBXX	4	NA	HiSeq_3000	50	single	rrbs	human	bsf_samples
GPO1s3	GPO1s3_S13089	BSF_0214_H7LH2BBXX	4	NA	HiSeq_3000	50	single	rrbs	human	bsf_samples
GPO4s2	GPO4s2_S13090	BSF_0214_H7LH2BBXX	4	NA	HiSeq_3000	50	single	rrbs	human	bsf_samples
GPO4s3	GPO4s3_S13091	BSF_0214_H7LH2BBXX	4	NA	HiSeq_3000	50	single	rrbs	human	bsf_samples
GPO4s5	GPO4s5_S13092	BSF_0214_H7LH2BBXX	4	NA	HiSeq_3000	50	single	rrbs	human	bsf_samples
GPO4s6	GPO4s6_S13093	BSF_0214_H7LH2BBXX	4	NA	HiSeq_3000	50	single	rrbs	human	bsf_samples
GPO8s7	GPO8s7_S13094	BSF_0214_H7LH2BBXX	4	NA	HiSeq_3000	50	single	rrbs	human	bsf_samples
GPO1s4	GPO1s4_S13095	BSF_0214_H7LH2BBXX	4	NA	HiSeq_3000	50	single	rrbs	human	bsf_samples
GPO1s5	GPO1s5_S13096	BSF_0214_H7LH2BBXX	4	NA	HiSeq_3000	50	single	rrbs	human	bsf_samples
GPO1s6	GPO1s6_S13097	BSF_0214_H7LH2BBXX	4	NA	HiSeq_3000	50	single	rrbs	human	bsf_samples
